MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20080617,WA,73.46,26.54,0.00,0.00,0.00,0.00,2008-06-17,2008-06-23,1
20080610,WA,73.48,26.52,0.00,0.00,0.00,0.00,2008-06-10,2008-06-16,1
20080603,WA,73.61,26.39,0.00,0.00,0.00,0.00,2008-06-03,2008-06-09,1
20080527,WA,99.38,0.62,0.00,0.00,0.00,0.00,2008-05-27,2008-06-02,1
20080520,WA,95.30,4.70,0.00,0.00,0.00,0.00,2008-05-20,2008-05-26,1
20080513,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-05-13,2008-05-19,1
20080506,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-05-06,2008-05-12,1
20080429,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-04-29,2008-05-05,1
20080422,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-04-22,2008-04-28,1
20080415,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-04-15,2008-04-21,1
20080408,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-04-08,2008-04-14,1
20080401,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-04-01,2008-04-07,1
20080325,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-03-25,2008-03-31,1
20080318,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-03-18,2008-03-24,1
20080311,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-03-11,2008-03-17,1
20080304,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-03-04,2008-03-10,1
20080226,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-02-26,2008-03-03,1
20080219,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-02-19,2008-02-25,1
20080212,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-02-12,2008-02-18,1
20080205,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-02-05,2008-02-11,1
20080129,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-01-29,2008-02-04,1
20080122,WA,100.00,0.00,0.00,0.00,0.00,0.00,2008-01-22,2008-01-28,1
20080115,WA,98.60,1.40,0.00,0.00,0.00,0.00,2008-01-15,2008-01-21,1
20080108,WA,95.33,4.67,0.55,0.00,0.00,0.00,2008-01-08,2008-01-14,1
20080101,WA,95.42,4.58,0.51,0.00,0.00,0.00,2008-01-01,2008-01-07,1
20071225,WA,95.42,4.58,0.51,0.00,0.00,0.00,2007-12-25,2007-12-31,1
20071218,WA,95.42,4.58,0.51,0.00,0.00,0.00,2007-12-18,2007-12-24,1
20071211,WA,95.42,4.58,0.53,0.00,0.00,0.00,2007-12-11,2007-12-17,1
20071204,WA,95.42,4.58,0.53,0.00,0.00,0.00,2007-12-04,2007-12-10,1
20071127,WA,59.24,40.76,2.78,0.78,0.00,0.00,2007-11-27,2007-12-03,1
20071120,WA,59.24,40.76,2.78,0.78,0.00,0.00,2007-11-20,2007-11-26,1
20071113,WA,59.24,40.76,7.04,1.97,0.00,0.00,2007-11-13,2007-11-19,1
20071106,WA,59.24,40.76,7.04,2.23,0.00,0.00,2007-11-06,2007-11-12,1
20071030,WA,59.24,40.76,7.04,2.23,0.00,0.00,2007-10-30,2007-11-05,1
20071023,WA,59.24,40.76,7.04,2.23,0.00,0.00,2007-10-23,2007-10-29,1
20071016,WA,36.23,63.77,7.33,2.23,0.35,0.00,2007-10-16,2007-10-22,1
20071009,WA,36.23,63.77,7.33,2.23,0.35,0.00,2007-10-09,2007-10-15,1
20071002,WA,28.22,71.78,11.19,4.76,0.35,0.00,2007-10-02,2007-10-08,1
20070925,WA,28.22,71.78,11.19,4.76,0.35,0.00,2007-09-25,2007-10-01,1
20070918,WA,34.90,65.10,11.19,4.76,0.35,0.00,2007-09-18,2007-09-24,1
20070911,WA,48.53,51.47,10.83,4.55,0.13,0.00,2007-09-11,2007-09-17,1
20070904,WA,48.53,51.47,10.83,4.55,0.13,0.00,2007-09-04,2007-09-10,1
20070828,WA,48.53,51.47,10.83,4.55,0.13,0.00,2007-08-28,2007-09-03,1
20070821,WA,49.81,50.19,10.88,4.55,0.13,0.00,2007-08-21,2007-08-27,1
20070814,WA,51.29,48.71,9.17,3.92,0.00,0.00,2007-08-14,2007-08-20,1
20070807,WA,51.29,48.71,9.17,3.92,0.00,0.00,2007-08-07,2007-08-13,1
20070731,WA,51.29,48.71,9.17,0.32,0.00,0.00,2007-07-31,2007-08-06,1
20070724,WA,51.29,48.71,1.35,0.00,0.00,0.00,2007-07-24,2007-07-30,1
20070717,WA,44.98,55.02,1.35,0.00,0.00,0.00,2007-07-17,2007-07-23,1
20070710,WA,47.50,52.50,1.35,0.00,0.00,0.00,2007-07-10,2007-07-16,1
20070703,WA,92.70,7.30,0.00,0.00,0.00,0.00,2007-07-03,2007-07-09,1
20070626,WA,97.00,3.00,0.00,0.00,0.00,0.00,2007-06-26,2007-07-02,1
20070619,WA,97.00,3.00,0.00,0.00,0.00,0.00,2007-06-19,2007-06-25,1
20070612,WA,97.00,3.00,0.00,0.00,0.00,0.00,2007-06-12,2007-06-18,1
20070605,WA,97.70,2.30,0.00,0.00,0.00,0.00,2007-06-05,2007-06-11,1
20070529,WA,97.70,2.30,0.00,0.00,0.00,0.00,2007-05-29,2007-06-04,1
20070522,WA,97.70,2.30,0.00,0.00,0.00,0.00,2007-05-22,2007-05-28,1
20070515,WA,97.70,2.30,0.00,0.00,0.00,0.00,2007-05-15,2007-05-21,1
20070508,WA,97.70,2.30,0.00,0.00,0.00,0.00,2007-05-08,2007-05-14,1
20070501,WA,97.70,2.30,0.00,0.00,0.00,0.00,2007-05-01,2007-05-07,1
20070424,WA,97.70,2.30,0.00,0.00,0.00,0.00,2007-04-24,2007-04-30,1
20070417,WA,97.70,2.30,0.00,0.00,0.00,0.00,2007-04-17,2007-04-23,1
20070410,WA,100.00,0.00,0.00,0.00,0.00,0.00,2007-04-10,2007-04-16,1
20070403,WA,100.00,0.00,0.00,0.00,0.00,0.00,2007-04-03,2007-04-09,1
20070327,WA,99.99,0.01,0.00,0.00,0.00,0.00,2007-03-27,2007-04-02,1
20070320,WA,100.00,0.00,0.00,0.00,0.00,0.00,2007-03-20,2007-03-26,1
20070313,WA,100.00,0.00,0.00,0.00,0.00,0.00,2007-03-13,2007-03-19,1
20070306,WA,100.00,0.00,0.00,0.00,0.00,0.00,2007-03-06,2007-03-12,1
20070227,WA,100.00,0.00,0.00,0.00,0.00,0.00,2007-02-27,2007-03-05,1
20070220,WA,100.00,0.00,0.00,0.00,0.00,0.00,2007-02-20,2007-02-26,1
20070213,WA,100.00,0.00,0.00,0.00,0.00,0.00,2007-02-13,2007-02-19,1
20070206,WA,100.00,0.00,0.00,0.00,0.00,0.00,2007-02-06,2007-02-12,1
20070130,WA,100.00,0.00,0.00,0.00,0.00,0.00,2007-01-30,2007-02-05,1
20070123,WA,100.00,0.00,0.00,0.00,0.00,0.00,2007-01-23,2007-01-29,1
20070116,WA,100.00,0.00,0.00,0.00,0.00,0.00,2007-01-16,2007-01-22,1
20070109,WA,100.00,0.00,0.00,0.00,0.00,0.00,2007-01-09,2007-01-15,1
20070102,WA,100.00,0.00,0.00,0.00,0.00,0.00,2007-01-02,2007-01-08,1
20061226,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-12-26,2007-01-01,1
20061219,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-12-19,2006-12-25,1
20061212,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-12-12,2006-12-18,1
20061205,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-12-05,2006-12-11,1
20061128,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-11-28,2006-12-04,1
20061121,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-11-21,2006-11-27,1
20061114,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-11-14,2006-11-20,1
20061107,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-11-07,2006-11-13,1
20061031,WA,16.69,83.31,0.00,0.00,0.00,0.00,2006-10-31,2006-11-06,1
20061024,WA,16.69,83.31,0.00,0.00,0.00,0.00,2006-10-24,2006-10-30,1
20061017,WA,16.69,83.31,24.43,0.00,0.00,0.00,2006-10-17,2006-10-23,1
20061010,WA,16.69,83.31,24.43,0.00,0.00,0.00,2006-10-10,2006-10-16,1
20061003,WA,16.77,83.23,24.43,0.00,0.00,0.00,2006-10-03,2006-10-09,1
20060926,WA,16.85,83.15,24.43,0.00,0.00,0.00,2006-09-26,2006-10-02,1
20060919,WA,16.61,83.39,24.43,0.00,0.00,0.00,2006-09-19,2006-09-25,1
20060912,WA,32.44,67.56,24.43,0.00,0.00,0.00,2006-09-12,2006-09-18,1
20060905,WA,32.44,67.56,0.00,0.00,0.00,0.00,2006-09-05,2006-09-11,1
20060829,WA,46.94,53.06,0.00,0.00,0.00,0.00,2006-08-29,2006-09-04,1
20060822,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-08-22,2006-08-28,1
20060815,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-08-15,2006-08-21,1
20060808,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-08-08,2006-08-14,1
20060801,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-08-01,2006-08-07,1
20060725,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-07-25,2006-07-31,1
20060718,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-07-18,2006-07-24,1
20060711,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-07-11,2006-07-17,1
20060704,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-07-04,2006-07-10,1
20060627,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-06-27,2006-07-03,1
20060620,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-06-20,2006-06-26,1
20060613,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-06-13,2006-06-19,1
20060606,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-06-06,2006-06-12,1
20060530,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-05-30,2006-06-05,1
20060523,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-05-23,2006-05-29,1
20060516,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-05-16,2006-05-22,1
20060509,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-05-09,2006-05-15,1
20060502,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-05-02,2006-05-08,1
20060425,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-04-25,2006-05-01,1
20060418,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-04-18,2006-04-24,1
20060411,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-04-11,2006-04-17,1
20060404,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-04-04,2006-04-10,1
20060328,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-03-28,2006-04-03,1
20060321,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-03-21,2006-03-27,1
20060314,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-03-14,2006-03-20,1
20060307,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-03-07,2006-03-13,1
20060228,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-02-28,2006-03-06,1
20060221,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-02-21,2006-02-27,1
20060214,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-02-14,2006-02-20,1
20060207,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-02-07,2006-02-13,1
20060131,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-01-31,2006-02-06,1
20060124,WA,100.00,0.00,0.00,0.00,0.00,0.00,2006-01-24,2006-01-30,1
20060117,WA,98.20,1.80,0.00,0.00,0.00,0.00,2006-01-17,2006-01-23,1
20060110,WA,50.84,49.16,0.00,0.00,0.00,0.00,2006-01-10,2006-01-16,1
20060103,WA,46.20,53.80,21.74,0.00,0.00,0.00,2006-01-03,2006-01-09,1
20051227,WA,42.77,57.23,53.44,14.98,0.00,0.00,2005-12-27,2006-01-02,1
20051220,WA,37.95,62.05,57.26,17.14,0.00,0.00,2005-12-20,2005-12-26,1
20051213,WA,37.95,62.05,51.53,17.14,0.00,0.00,2005-12-13,2005-12-19,1
20051206,WA,37.95,62.05,51.53,17.14,0.00,0.00,2005-12-06,2005-12-12,1
20051129,WA,33.43,66.57,54.30,37.92,0.00,0.00,2005-11-29,2005-12-05,1
20051122,WA,30.59,69.41,58.02,40.15,0.00,0.00,2005-11-22,2005-11-28,1
20051115,WA,30.59,69.41,58.02,40.15,0.00,0.00,2005-11-15,2005-11-21,1
20051108,WA,27.22,72.78,59.69,44.25,0.00,0.00,2005-11-08,2005-11-14,1
20051101,WA,23.57,76.43,65.19,48.64,6.90,0.00,2005-11-01,2005-11-07,1
20051025,WA,23.57,76.43,65.19,48.64,6.90,0.00,2005-10-25,2005-10-31,1
20051018,WA,23.57,76.43,65.19,48.64,6.90,0.00,2005-10-18,2005-10-24,1
20051011,WA,13.33,86.67,65.19,49.49,10.99,0.00,2005-10-11,2005-10-17,1
20051004,WA,13.33,86.67,65.19,49.49,10.99,0.00,2005-10-04,2005-10-10,1
20050927,WA,2.65,97.35,71.59,52.24,14.29,0.00,2005-09-27,2005-10-03,1
20050920,WA,5.51,94.49,69.14,52.24,14.29,0.00,2005-09-20,2005-09-26,1
20050913,WA,15.26,84.74,66.17,48.74,0.00,0.00,2005-09-13,2005-09-19,1
20050906,WA,15.26,84.74,66.17,48.74,0.00,0.00,2005-09-06,2005-09-12,1
20050830,WA,15.52,84.48,66.17,48.74,0.00,0.00,2005-08-30,2005-09-05,1
20050823,WA,15.63,84.37,66.17,48.74,0.00,0.00,2005-08-23,2005-08-29,1
20050816,WA,15.05,84.95,66.17,48.74,0.00,0.00,2005-08-16,2005-08-22,1
20050809,WA,14.89,85.11,66.17,46.86,0.00,0.00,2005-08-09,2005-08-15,1
20050802,WA,14.44,85.56,66.17,46.86,0.00,0.00,2005-08-02,2005-08-08,1
20050726,WA,15.06,84.94,66.17,46.86,0.00,0.00,2005-07-26,2005-08-01,1
20050719,WA,15.06,84.94,66.17,46.86,0.00,0.00,2005-07-19,2005-07-25,1
20050712,WA,15.06,84.94,66.17,46.86,0.00,0.00,2005-07-12,2005-07-18,1
20050705,WA,14.13,85.87,69.53,47.22,0.00,0.00,2005-07-05,2005-07-11,1
20050628,WA,14.13,85.87,69.53,47.22,0.00,0.00,2005-06-28,2005-07-04,1
20050621,WA,13.16,86.84,69.53,47.22,0.00,0.00,2005-06-21,2005-06-27,1
20050614,WA,12.49,87.51,67.56,40.47,0.00,0.00,2005-06-14,2005-06-20,1
20050607,WA,23.75,76.25,67.56,40.47,0.00,0.00,2005-06-07,2005-06-13,1
20050531,WA,23.75,76.25,67.56,39.60,0.00,0.00,2005-05-31,2005-06-06,1
20050524,WA,23.75,76.25,67.56,39.60,0.00,0.00,2005-05-24,2005-05-30,1
20050517,WA,23.75,76.25,67.56,39.60,0.00,0.00,2005-05-17,2005-05-23,1
20050510,WA,19.58,80.42,70.47,47.61,13.66,0.00,2005-05-10,2005-05-16,1
20050503,WA,19.32,80.68,70.47,47.17,13.66,0.00,2005-05-03,2005-05-09,1
20050426,WA,19.73,80.27,70.47,47.17,13.66,0.00,2005-04-26,2005-05-02,1
20050419,WA,19.73,80.27,70.92,47.30,13.66,0.00,2005-04-19,2005-04-25,1
20050412,WA,13.35,86.65,79.20,53.34,0.00,0.00,2005-04-12,2005-04-18,1
20050405,WA,13.26,86.74,79.20,53.29,0.00,0.00,2005-04-05,2005-04-11,1
20050329,WA,6.24,93.76,80.81,45.77,0.00,0.00,2005-03-29,2005-04-04,1
20050322,WA,2.26,97.74,83.88,53.74,0.00,0.00,2005-03-22,2005-03-28,1
20050315,WA,2.26,97.74,83.88,53.74,0.00,0.00,2005-03-15,2005-03-21,1
20050308,WA,2.26,97.74,83.88,53.74,0.00,0.00,2005-03-08,2005-03-14,1
20050301,WA,2.26,97.74,83.88,38.84,0.00,0.00,2005-03-01,2005-03-07,1
20050222,WA,4.30,95.70,69.78,33.85,0.00,0.00,2005-02-22,2005-02-28,1
20050215,WA,13.91,86.09,65.50,4.80,0.00,0.00,2005-02-15,2005-02-21,1
20050208,WA,29.03,70.97,60.93,0.00,0.00,0.00,2005-02-08,2005-02-14,1
20050201,WA,32.08,67.92,57.71,0.00,0.00,0.00,2005-02-01,2005-02-07,1
20050125,WA,32.08,67.92,0.00,0.00,0.00,0.00,2005-01-25,2005-01-31,1
20050118,WA,19.69,80.31,0.00,0.00,0.00,0.00,2005-01-18,2005-01-24,1
20050111,WA,7.57,92.43,0.00,0.00,0.00,0.00,2005-01-11,2005-01-17,1
20050104,WA,62.09,37.91,0.00,0.00,0.00,0.00,2005-01-04,2005-01-10,1
20041228,WA,62.09,37.91,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041221,WA,71.68,28.32,0.00,0.00,0.00,0.00,2004-12-21,2004-12-27,1
20041214,WA,89.73,10.27,0.00,0.00,0.00,0.00,2004-12-14,2004-12-20,1
20041207,WA,64.70,35.30,0.00,0.00,0.00,0.00,2004-12-07,2004-12-13,1
20041130,WA,69.36,30.64,0.00,0.00,0.00,0.00,2004-11-30,2004-12-06,1
20041123,WA,66.84,33.16,0.00,0.00,0.00,0.00,2004-11-23,2004-11-29,1
20041116,WA,85.76,14.24,0.00,0.00,0.00,0.00,2004-11-16,2004-11-22,1
20041109,WA,85.76,14.24,0.00,0.00,0.00,0.00,2004-11-09,2004-11-15,1
20041102,WA,85.76,14.24,0.00,0.00,0.00,0.00,2004-11-02,2004-11-08,1
20041026,WA,86.09,13.91,0.00,0.00,0.00,0.00,2004-10-26,2004-11-01,1
20041019,WA,86.09,13.91,0.00,0.00,0.00,0.00,2004-10-19,2004-10-25,1
20041012,WA,86.09,13.91,0.00,0.00,0.00,0.00,2004-10-12,2004-10-18,1
20041005,WA,86.09,13.91,0.00,0.00,0.00,0.00,2004-10-05,2004-10-11,1
20040928,WA,86.09,13.91,0.00,0.00,0.00,0.00,2004-09-28,2004-10-04,1
20040921,WA,86.07,13.93,0.00,0.00,0.00,0.00,2004-09-21,2004-09-27,1
20040914,WA,86.07,13.93,0.00,0.00,0.00,0.00,2004-09-14,2004-09-20,1
20040907,WA,82.89,17.11,0.00,0.00,0.00,0.00,2004-09-07,2004-09-13,1
20040831,WA,82.43,17.57,0.00,0.00,0.00,0.00,2004-08-31,2004-09-06,1
20040824,WA,39.43,60.57,17.01,0.00,0.00,0.00,2004-08-24,2004-08-30,1
20040817,WA,10.41,89.59,22.40,0.00,0.00,0.00,2004-08-17,2004-08-23,1
20040810,WA,10.41,89.59,22.40,0.00,0.00,0.00,2004-08-10,2004-08-16,1
20040803,WA,10.54,89.46,29.17,0.00,0.00,0.00,2004-08-03,2004-08-09,1
20040727,WA,11.44,88.56,29.17,0.00,0.00,0.00,2004-07-27,2004-08-02,1
20040720,WA,11.44,88.56,19.70,0.00,0.00,0.00,2004-07-20,2004-07-26,1
20040713,WA,32.10,67.90,19.20,0.00,0.00,0.00,2004-07-13,2004-07-19,1
20040706,WA,32.10,67.90,19.20,0.00,0.00,0.00,2004-07-06,2004-07-12,1
20040629,WA,32.20,67.80,9.48,0.00,0.00,0.00,2004-06-29,2004-07-05,1
20040622,WA,62.89,37.11,5.32,0.00,0.00,0.00,2004-06-22,2004-06-28,1
20040615,WA,63.44,36.56,5.57,0.00,0.00,0.00,2004-06-15,2004-06-21,1
20040608,WA,46.40,53.60,5.52,0.00,0.00,0.00,2004-06-08,2004-06-14,1
20040601,WA,38.19,61.81,5.80,0.00,0.00,0.00,2004-06-01,2004-06-07,1
20040525,WA,30.64,69.36,28.22,0.00,0.00,0.00,2004-05-25,2004-05-31,1
20040518,WA,22.40,77.60,6.02,0.00,0.00,0.00,2004-05-18,2004-05-24,1
20040511,WA,26.55,73.45,6.02,0.00,0.00,0.00,2004-05-11,2004-05-17,1
20040504,WA,56.42,43.58,6.02,0.00,0.00,0.00,2004-05-04,2004-05-10,1
20040427,WA,56.42,43.58,6.02,0.00,0.00,0.00,2004-04-27,2004-05-03,1
20040420,WA,56.42,43.58,6.02,0.00,0.00,0.00,2004-04-20,2004-04-26,1
20040413,WA,56.42,43.58,6.02,0.00,0.00,0.00,2004-04-13,2004-04-19,1
20040406,WA,56.42,43.58,6.05,0.00,0.00,0.00,2004-04-06,2004-04-12,1
20040330,WA,56.08,43.92,5.95,0.00,0.00,0.00,2004-03-30,2004-04-05,1
20040323,WA,56.08,43.92,5.95,0.00,0.00,0.00,2004-03-23,2004-03-29,1
20040316,WA,56.08,43.92,5.95,0.00,0.00,0.00,2004-03-16,2004-03-22,1
20040309,WA,56.08,43.92,5.95,0.00,0.00,0.00,2004-03-09,2004-03-15,1
20040302,WA,56.08,43.92,5.95,0.00,0.00,0.00,2004-03-02,2004-03-08,1
20040224,WA,55.90,44.10,5.95,0.00,0.00,0.00,2004-02-24,2004-03-01,1
20040217,WA,55.90,44.10,5.95,0.00,0.00,0.00,2004-02-17,2004-02-23,1
20040210,WA,55.90,44.10,5.95,0.00,0.00,0.00,2004-02-10,2004-02-16,1
20040203,WA,52.11,47.89,5.95,0.00,0.00,0.00,2004-02-03,2004-02-09,1
20040127,WA,52.11,47.89,5.95,0.00,0.00,0.00,2004-01-27,2004-02-02,1
20040120,WA,51.08,48.92,6.40,0.00,0.00,0.00,2004-01-20,2004-01-26,1
20040113,WA,48.92,51.08,7.91,0.00,0.00,0.00,2004-01-13,2004-01-19,1
20040106,WA,52.18,47.82,38.07,0.00,0.00,0.00,2004-01-06,2004-01-12,1
20031230,WA,51.66,48.34,38.36,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031223,WA,56.02,43.98,36.93,2.79,0.00,0.00,2003-12-23,2003-12-29,1
20031216,WA,54.86,45.14,39.31,5.31,0.00,0.00,2003-12-16,2003-12-22,1
20031209,WA,51.17,48.83,37.75,9.32,0.00,0.00,2003-12-09,2003-12-15,1
20031202,WA,47.37,52.63,41.97,10.16,0.00,0.00,2003-12-02,2003-12-08,1
20031125,WA,48.35,51.65,42.94,9.12,0.00,0.00,2003-11-25,2003-12-01,1
20031118,WA,39.83,60.17,48.42,9.13,0.00,0.00,2003-11-18,2003-11-24,1
20031111,WA,41.13,58.87,47.25,8.92,0.00,0.00,2003-11-11,2003-11-17,1
20031104,WA,40.25,59.75,47.51,9.65,0.00,0.00,2003-11-04,2003-11-10,1
20031028,WA,40.51,59.49,47.33,9.18,0.00,0.00,2003-10-28,2003-11-03,1
20031021,WA,39.62,60.38,47.12,9.01,0.00,0.00,2003-10-21,2003-10-27,1
20031014,WA,40.91,59.09,50.99,10.86,0.00,0.00,2003-10-14,2003-10-20,1
20031007,WA,0.00,100.00,75.07,17.58,0.00,0.00,2003-10-07,2003-10-13,1
20030930,WA,0.00,100.00,57.13,14.19,0.00,0.00,2003-09-30,2003-10-06,1
20030923,WA,0.00,100.00,57.49,14.35,0.00,0.00,2003-09-23,2003-09-29,1
20030916,WA,0.00,100.00,58.19,14.56,0.00,0.00,2003-09-16,2003-09-22,1
20030909,WA,0.00,100.00,95.32,16.16,0.00,0.00,2003-09-09,2003-09-15,1
20030902,WA,0.00,100.00,94.80,0.34,0.00,0.00,2003-09-02,2003-09-08,1
20030826,WA,0.00,100.00,93.16,0.57,0.00,0.00,2003-08-26,2003-09-01,1
20030819,WA,0.00,100.00,93.00,0.19,0.00,0.00,2003-08-19,2003-08-25,1
20030812,WA,0.00,100.00,93.45,0.00,0.00,0.00,2003-08-12,2003-08-18,1
20030805,WA,0.00,100.00,100.00,0.00,0.00,0.00,2003-08-05,2003-08-11,1
20030729,WA,0.00,100.00,100.00,0.00,0.00,0.00,2003-07-29,2003-08-04,1
20030722,WA,0.00,100.00,0.00,0.00,0.00,0.00,2003-07-22,2003-07-28,1
20030715,WA,0.00,100.00,0.00,0.00,0.00,0.00,2003-07-15,2003-07-21,1
20030708,WA,0.00,100.00,0.00,0.00,0.00,0.00,2003-07-08,2003-07-14,1
20030701,WA,0.35,99.65,0.00,0.00,0.00,0.00,2003-07-01,2003-07-07,1
20030624,WA,71.85,28.15,0.00,0.00,0.00,0.00,2003-06-24,2003-06-30,1
20030617,WA,71.55,28.45,0.00,0.00,0.00,0.00,2003-06-17,2003-06-23,1
20030610,WA,72.58,27.42,0.00,0.00,0.00,0.00,2003-06-10,2003-06-16,1
20030603,WA,71.84,28.16,0.00,0.00,0.00,0.00,2003-06-03,2003-06-09,1
20030527,WA,100.00,0.00,0.00,0.00,0.00,0.00,2003-05-27,2003-06-02,1
20030520,WA,100.00,0.00,0.00,0.00,0.00,0.00,2003-05-20,2003-05-26,1
20030513,WA,100.00,0.00,0.00,0.00,0.00,0.00,2003-05-13,2003-05-19,1
20030506,WA,100.00,0.00,0.00,0.00,0.00,0.00,2003-05-06,2003-05-12,1
20030429,WA,100.00,0.00,0.00,0.00,0.00,0.00,2003-04-29,2003-05-05,1
20030422,WA,97.28,2.72,0.00,0.00,0.00,0.00,2003-04-22,2003-04-28,1
20030415,WA,97.15,2.85,0.00,0.00,0.00,0.00,2003-04-15,2003-04-21,1
20030408,WA,97.19,2.81,0.00,0.00,0.00,0.00,2003-04-08,2003-04-14,1
20030401,WA,97.32,2.68,0.00,0.00,0.00,0.00,2003-04-01,2003-04-07,1
20030325,WA,97.09,2.91,0.00,0.00,0.00,0.00,2003-03-25,2003-03-31,1
20030318,WA,96.58,3.42,0.00,0.00,0.00,0.00,2003-03-18,2003-03-24,1
20030311,WA,7.70,92.30,0.00,0.00,0.00,0.00,2003-03-11,2003-03-17,1
20030304,WA,0.00,100.00,0.00,0.00,0.00,0.00,2003-03-04,2003-03-10,1
20030225,WA,0.05,99.95,0.00,0.00,0.00,0.00,2003-02-25,2003-03-03,1
20030218,WA,0.00,100.00,0.36,0.00,0.00,0.00,2003-02-18,2003-02-24,1
20030211,WA,0.00,100.00,0.48,0.00,0.00,0.00,2003-02-11,2003-02-17,1
20030204,WA,33.37,66.63,0.56,0.00,0.00,0.00,2003-02-04,2003-02-10,1
20030128,WA,32.74,67.26,7.50,1.22,0.00,0.00,2003-01-28,2003-02-03,1
20030121,WA,34.59,65.41,9.39,1.64,0.00,0.00,2003-01-21,2003-01-27,1
20030114,WA,36.48,63.52,9.04,2.15,0.00,0.00,2003-01-14,2003-01-20,1
20030107,WA,29.24,70.76,6.79,0.09,0.00,0.00,2003-01-07,2003-01-13,1
20021231,WA,14.26,85.74,6.07,0.03,0.00,0.00,2002-12-31,2003-01-06,1
20021224,WA,11.72,88.28,29.13,0.12,0.00,0.00,2002-12-24,2002-12-30,1
20021217,WA,13.25,86.75,28.32,0.23,0.00,0.00,2002-12-17,2002-12-23,1
20021210,WA,0.00,100.00,27.76,0.00,0.00,0.00,2002-12-10,2002-12-16,1
20021203,WA,0.00,100.00,28.49,0.04,0.00,0.00,2002-12-03,2002-12-09,1
20021126,WA,0.00,100.00,29.59,0.07,0.00,0.00,2002-11-26,2002-12-02,1
20021119,WA,0.00,100.00,29.09,0.06,0.00,0.00,2002-11-19,2002-11-25,1
20021112,WA,0.00,100.00,27.85,0.08,0.00,0.00,2002-11-12,2002-11-18,1
20021105,WA,0.00,100.00,40.24,0.01,0.00,0.00,2002-11-05,2002-11-11,1
20021029,WA,26.04,73.96,0.00,0.00,0.00,0.00,2002-10-29,2002-11-04,1
20021022,WA,26.11,73.89,0.00,0.00,0.00,0.00,2002-10-22,2002-10-28,1
